ORDEN,Nombre de la empresa extranjera,Nombre limpio definitivo,Nombre limpio viejo,Nombre del agente/representante cubano,,,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI
301,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFFAHRTS-GESELLSCHAFT A/S & Co. KG,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFFAHRTS-GESELLSCHAFT A/S & Co. KG,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFFAHRTS-GESELLSCHAFT A/S & Co. KG,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de actividades comerciales relacionadas con actuar como entidad armadora de los buques propios o que opere la línea HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFFAHRTS-GESELLSCHAFT KG, para lo cual podrá, según aplique, administrarlos y/o explotarlos con las funciones principales de armarlos, dotarlos, equiparlos, avituallarlos, aprovisionarlos y mantenerlos en estado de navegación; suscribir directamente o a través de sus agentes, los contratos para recibir los servicios portuarios y realizar todos los actos y trámites necesarios para la contratación de los servicios que se deriven de las funciones arriba señaladas, incluyendo la comercialización de los servicios de la mencionada línea, siempre a través de agentes u operadores cubanos o de sociedades mercantiles con participación cubana, que cuenten con la debida autorización para contratar dichos servicios a buques que hagan escala en puertos cubanos, conduciendo mercancías del comercio exterior cubana y/o de trasbordo para otros países, o por otras razones.",No,Renovación,Aprobado,N.A.,24/7/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-534-O58,313 de 2020,13/8/2020,GOC-2020-O-58,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o58.pdf,https://drive.google.com/file/d/1XI0f21JzRJrY0xPwLY_L_Fj5bcNAoU9b/view?usp=sharing
55,"HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,1/3/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-256-O28,37/2021,16/3/2021,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing
1135,"HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Inscripción,Aprobado,N.A.,10/12/2015,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,GOC-2016-6-O1,374/2015,7/1/2016,GOC-2016-O-1,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o1_0.pdf,https://drive.google.com/file/d/1P7Tc3fFDQqc4N-bTZ1zKYMYDflejgu3g/view?usp=sharing
1151,"HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Inscripción,Aprobado,N.A.,10/12/2015,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,GOC-2016-77-O4,374 de 2015,2/2/2016,GOC-2016-O-4,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o4_0.pdf,https://drive.google.com/file/d/1uyPyIZosSuRZpubNAvFVZXsS0g2EeGGQ/view?usp=sharing
419,HARARI MS S.R.L.,HARARI MS S.R.L.,HARARI MS S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,9/4/2019,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-445-O34,102 de 2019,7/5/2019,GOC-2019-O-34,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o34.pdf,https://drive.google.com/file/d/1bdYhy8xPpMpjwcZmdEoFTxDEJ9lO6PMh/view?usp=sharing
1202,HARARI MS S.R.L.,HARARI MS S.R.L.,HARARI MS S.R.L.,,,,Compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,24/3/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2016-379- O19,90 de 2016,12/4/2016,GOC-2016-O-19,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o19.pdf,https://drive.google.com/file/d/1JB5yPj2cTow73uVjX3H5UgPPRvDep4EM/view?usp=sharing
794,HAUX-LIFE-SUPPORT GMBH,HAUX-LIFE-SUPPORT GMBH,HAUX-LIFE-SUPPORT GMBH,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el documento Anexo que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/5/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-747-O36,157/2018,23/11/2018,GOC-2018-O-36,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o36.pdf,https://drive.google.com/file/d/1HsV_4vqTgr6fv53EOZq5LLQSYzo8Xe2j/view?usp=sharing
1780,HAUX-LIFE-SUPPORT GMBH,HAUX-LIFE-SUPPORT GMBH,HAUX-LIFE-SUPPORT GMBH,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,13/2/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,52 de 2013,4/3/2013,GOC-2013-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_012_2013.pdf,https://drive.google.com/file/d/1WX3NyeakQgQ8aQ7sMxkvwtAUHms_F3Q-/view?usp=sharing
629,HAVANA ENERGY LIMITED,HAVANA ENERGY LIMITED,HAVANA ENERGY LIMITED,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Gran Bretaña,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el documento Anexo, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,27/9/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-87-O5,269/2017,7/3/2018,GOC-2018-O-5,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o5_0.rar,https://drive.google.com/file/d/1nuZzrrfoy20EcR_YNOZ8lc-BPb_Yxmvq/view?usp=sharing
991,HAVANA HOLDINGS LIMITED,HAVANA HOLDINGS LIMITED,HAVANA HOLDINGS LIMITED,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Gran Bretaña,,,Sí,"Realización de actividades relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,20/1/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-266-O13,15/2017,5/4/2017,GOC-2017-O-13,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o13.pdf,https://drive.google.com/file/d/1fvWAg4Nuj3eIAvVk8t1hCW45Qnxxz6VZ/view?usp=sharing
1588,HAVANA HOLDINGS LIMITED,HAVANA HOLDINGS LIMITED,HAVANA HOLDINGS LIMITED,,,,Sucursal de entidad,Respuesta a solicitud de inscripción,,Gran Bretaña,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,30/1/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,23 DE 2014,20/2/2014,GOC-2014-O-8,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_008_2014.pdf,https://drive.google.com/file/d/1SmAvQU2NfpOOpaZu46BRYCg4u0HydYBC/view?usp=sharing
1059,"HELLMAN WORLDWIDE LOGIS- TICS (CUBA), GMBH.",HELLMAN WORLDWIDE LOGISTICS (CUBA) GMBH,"HELLMAN WORLDWIDE LOGIS- TICS (CUBA), GMBH.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Desarrollar las funciones de Agente Transitario, únicamente mediante empresas transitarias cubanas facultadas de conformidad con la legislación nacional.",No,Renovación,Aprobado,N.A.,19/4/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-531-O25,126 de 2017,6/9/2017,GOC-2017-O-25,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o25.pdf,https://drive.google.com/file/d/1C6KB5TcVmre1jI0U2XehnIVihQ-pZa2r/view?usp=sharing
1601,"HELLMAN WORLDWIDE LOGISTICS (CUBA), GMBH",HELLMAN WORLDWIDE LOGISTICS (CUBA) GMBH,"HELLMAN WORLDWIDE LOGISTICS (CUBA), GMBH",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Desarrollar las funciones de Agente Transitario, únicamente mediante empresas transitarias cubanas facultadas de conformidad con la legislación nacional.",No,Renovación,Aprobado,N.A.,13/2/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,42 de 2014,3/3/2014,GOC-2014-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2014.pdf,https://drive.google.com/file/d/1QsKW5Z7TXTYzw-6FA-uCyrf9b4yRV4CS/view?usp=sharing
543,HELVEX S.A. DE C.V. ,"HELVEX, S.A. DE C.V.",HELVEX S.A. DE C.V. ,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución. ",Sí,Renovación,Aprobado,N.A.,15/10/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1007-O87,270 de 2019,11/11/2019,GOC-2019-O-87,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o87.pdf,https://drive.google.com/file/d/1QEEq_9Hv1KvOSEOgwR8Z5XfumQa_JMQE/view?usp=sharing
1326,"HELVEX, S.A. DE C.V.","HELVEX, S.A. DE C.V.","HELVEX, S.A. DE C.V.",,,,Compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,7/10/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2016-1010-O50,281/2016,22/12/2016,GOC-2016-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o50.pdf,https://drive.google.com/file/d/1bw98w8Fj8flvjlOWRIpNfEKRriznVli4/view?usp=sharing
1929,"HELVEX, S.A. DE C.V.","HELVEX, S.A. DE C.V.","HELVEX, S.A. DE C.V.",,,,Compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/10/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,334 de 2013,14/10/2013,GOC-2013-O-51,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_051_2013.pdf,https://drive.google.com/file/d/17c-6Q1uI_PCGdHcdRoq3G5CmOXVN2d8T/view?usp=sharing
63,HEMO DIAGNOSTICA-S.R.L.,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA-S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,1/3/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-264-O28,45/2021,16/3/2021,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing
621,HEMO DIAGNOSTICA-S.R.L.,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA-S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,26/9/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-73-O4,260/2017,26/2/2018,GOC-2018-O-4,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o4_0.rar,https://drive.google.com/file/d/10Ad4Y924B-0Fg0xbff8541TjokXJ-lA2/view?usp=sharing
2124,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA S.R.L.,HEMO DIAGNOSTICA S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Inscripción,Aprobado,N.A.,29/8/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,229 de 2012,10/9/2012,GOC-2012-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_037_2012.pdf,https://drive.google.com/file/d/145DvIZ1PZGQH-NeEeVDZyANPQPs16yAX/view?usp=sharing
987,"HENAN MUNDIAL IMPORT & EXPORT TRADE CO., LTD.","HENAN MUNDIAL IMPORT & EXPORT TRADE CO., LTD.","HENAN MUNDIAL IMPORT & EXPORT TRADE CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el documento Anexo que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,13/1/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-212-O11,8/2017,6/3/2017,GOC-2017-O-11,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o11.pdf,https://drive.google.com/file/d/1EhpeQKHFI5GrKyJJT3lQlr4gR_KFtJPF/view?usp=sharing
322,"HERMANOS TOIMIL GARCIA, S.L.","HERMANOS TOIMIL GARCIA, S.L.","HERMANOS TOIMIL GARCIA, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución y atender los negocios de la compañía BEKAR-CAN IMPORT/EXPORT INC.",Sí,Renovación,Aprobado,N.A.,20/10/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-684-O77,361 DE 2020,3/11/2020,GOC-2020-O-77,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o77_0.pdf,https://drive.google.com/file/d/1tDfzc7kyippbFVG6_o92-EoU5UcIW97Y/view?usp=sharing
1125,"HERMANOS TOIMIL GARCÍA, S.L.","HERMANOS TOIMIL GARCIA, S.L.","HERMANOS TOIMIL GARCÍA, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,3/8/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-819-O42,223/2017,4/12/2017,GOC-2017-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o42.pdf,https://drive.google.com/file/d/1SATbzWYr_5B-UxiH0qqswmthueZ1WFLw/view?usp=sharing
1719,HERMANOS TOIMIL GARCIA S.L.,"HERMANOS TOIMIL GARCIA, S.L.",HERMANOS TOIMIL GARCIA S.L.,,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,12/8/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,222 de 2014,16/9/2014,GOC-2014-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_42_2014_0.pdf,https://drive.google.com/file/d/1illBsUII4jvWyqQ1osYz4ycfV59tq2H4/view?usp=sharing
473,"HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el documento anexo que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,18/7/2019,Antonio L. Carricarte Corona,Ministro a.i.,GOC-2019-664-O55,185 de 2019,1/8/2019,GOC-2019-O-55,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o55.pdf,https://drive.google.com/file/d/12HJej8i0Knhbg52AHLtqRT9W42c3pxX8/view?usp=sharing
1268,"HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,14/7/2016,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2016-737-O37,182 de 2016,25/8/2016,GOC-2016-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o37.pdf,https://drive.google.com/file/d/1b-FNW4NYC39Udt4rJD0k0V0x-KB2vX4d/view?usp=sharing
1883,"HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,5/7/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,219 de 2013,22/7/2013,GOC-2013-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_037_2013.pdf,https://drive.google.com/file/d/13MqA0_aQMP_QA9bz_xM64n0zXFz0HCpu/view?usp=sharing
2597,"HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.","HI TEC CARIBE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,11/8/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,355 de 2010,10/9/2010,GOC-2010-O-38,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_038_2010.pdf,https://drive.google.com/file/d/11WAaNImaQW5NQozzlBpLoOzXnDxT0D1y/view?usp=sharing
772,"HIJOS DE C.V. OTERO,S.L.","HIJOS DE C.V. OTERO, S.L.","HIJOS DE C.V. OTERO,S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el documento Anexo, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,15/3/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-608-O31,91/2018,25/9/2018,GOC-2018-O-31,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o31.pdf,https://drive.google.com/file/d/18iU5GFpVECCH9mVXGzx8lOFN0BHK0XYi/view?usp=sharing
584,"HISPANO CUBANA DE INTERIORES, S.L.","HISPANO CUBANA DE INTERIORES, S.L.","HISPANO CUBANA DE INTERIORES, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/12/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1121-O101,342 de 2019,23/12/2019,GOC-2019-O-101,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o101.pdf,https://drive.google.com/file/d/1Atcyu_POrUxIIfzhqt0euq_XVHqpYlH4/view?usp=sharing
935,"HISPANO CUBANA DE INTERIORES, S.L.","HISPANO CUBANA DE INTERIORES, S.L.","HISPANO CUBANA DE INTERIORES, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,16/11/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-42-O1,330/2016,30/1/2017,GOC-2017-O-1,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o1.pdf,https://drive.google.com/file/d/1uIoq-9v7dSacGQYMVY2bm5hv9kaLD_p8/view?usp=sharing
